univsertiy,key_sub,ms_statition,phd_station
上海师范大学天华学院,0,0,0
中山大学新华学院,0,0,0
四川大学锦城学院,0,0,0
南京师范大学中北学院,0,0,0
南京医科大学康达学院,0,0,0
南京中医药大学翰林学院,0,0,0
遵义医学院医学与科技学院,0,0,0
南京理工大学紫金学院,0,0,0
广东工业大学华立学院,0,0,0
广州大学松田学院,0,0,0
成都理工大学工程技术学院,0,0,0
四川工商学院,0,0,0
西安交通大学城市学院,0,0,0
西北大学现代学院,0,0,0
成都医学院,0,0,0
吉林医药学院,1,0,0
炎黄职业技术学院,0,0,0
金肯职业技术学院,0,0,0
南通理工学院,0,0,0
九州职业技术学院,0,0,0
硅湖职业技术学院,0,0,0
江阴职业技术学院,0,0,0
宿迁学院,0,0,0
南京信息职业技术学院,0,0,0
常州工程职业技术学院,0,0,0
常州轻工职业技术学院,0,0,0
吉林师范大学博达学院,0,0,0
长春大学旅游学院,0,0,0
山东科技大学泰山科技学院,0,0,0
石河子大学科技学院,0,0,0
上海外国语大学贤达经济人文学院,0,0,0
温州大学城市学院,0,0,0
广西师范大学漓江学院,0,0,0
广西师范学院师园学院,0,0,0
南京大学金陵学院,0,0,0
贵州民族大学人文科技学院,0,0,0
新疆大学科学技术学院,0,0,0
新疆农业大学科学技术学院,0,0,0
无锡太湖学院,0,0,0
重庆师范大学涉外商贸学院,0,0,0
吉林动画学院,0,0,0
安徽工程大学机电学院,0,0,0
安徽工业大学工商学院,0,0,0
安徽师范大学皖江学院,0,0,0
安徽医科大学临床医学院,0,0,0
阜阳师范学院信息工程学院,0,0,0
宁波职业技术学院,0,0,0
温州职业技术学院,0,0,0
浙江工商职业技术学院,0,0,0
浙江工贸职业技术学院,0,0,0
台州职业技术学院,0,0,0
浙江机电职业技术学院,0,0,0
浙江商业职业技术学院,0,0,0
浙江警官职业学院,0,0,0
浙江工业职业技术学院,0,0,0
浙江旅游职业学院,0,0,0
阳光学院,0,0,0
福州大学至诚学院,0,0,0
河南师范大学新联学院,0,0,0
信阳师范学院华锐学院,0,0,0
安阳师范学院人文管理学院,0,0,0
河南理工大学万方科技学院,0,0,0
兰州交通大学博文学院,0,0,0
兰州理工大学技术工程学院,0,0,0
山西大学商务学院,0,0,0
山西农业大学信息学院,0,0,0
绍兴文理学院元培学院,0,0,0
温州大学瓯江学院,0,0,0
浙江工商大学杭州商学院,0,0,0
嘉兴学院南湖学院,0,0,0
浙江财经大学东方学院,0,0,0
哈尔滨石油学院,0,0,0
哈尔滨剑桥学院,0,0,0
青岛理工大学琴岛学院,0,0,0
中国石油大学胜利学院,0,0,0
赣南师范学院科技学院,0,0,0
浙江工业大学之江学院,0,0,0
浙江师范大学行知学院,0,0,0
宁波大学科学技术学院,0,0,0
杭州电子科技大学信息工程学院,0,0,0
浙江理工大学科技与艺术学院,0,0,0
浙江海洋学院东海科学技术学院,0,0,0
浙江农林大学暨阳学院,0,0,0
温州医科大学仁济学院,0,0,0
浙江中医药大学滨江学院,0,0,0
湖州师范学院求真学院,0,0,0
湘潭大学兴湘学院,0,0,0
重庆大学城市科技学院,0,0,0
华南理工大学广州学院,0,0,0
广州大学华软软件学院,0,0,0
中山大学南方学院,0,0,0
广东外语外贸大学南国商学院,0,0,0
广东财经大学华商学院,0,0,0
广东海洋大学寸金学院,0,0,0
华南农业大学珠江学院,0,0,0
湖南师范大学树达学院,0,0,0
武汉大学珞珈学院,0,0,0
沈阳城市建设学院,0,0,0
大连医科大学中山学院,0,0,0
辽宁师范大学海华学院,0,0,0
湖北工业大学工程技术学院,0,0,0
湖北民族学院科技学院,0,0,0
湖北经济学院法商学院,0,0,0
武汉体育学院体育科技学院,0,0,0
湖北理工学院,0,0,0
湖北工程学院新技术学院,0,0,0
湖南文理学院芙蓉学院,0,0,0
湖南理工学院南湖学院,0,0,0
衡阳师范学院南岳学院,0,0,0
湖南中医药大学湘杏学院,0,0,0
广东技术师范学院天河学院,0,0,0
东南大学成贤学院,0,0,0
西安欧亚学院,0,0,0
上海建桥学院,0,0,0
福建师范大学闽南科技学院,0,0,0
福建农林大学东方学院,0,0,0
邢台医学高等专科学校,0,0,0
湖北中医药高等专科学校,0,0,0
湖南城市学院,2,0,0
焦作师范高等专科学校,0,0,0
安徽中医药高等专科学校,0,0,0
郑州师范学院,0,0,0
山东理工大学,0,21,0
中央司法警官学院,2,0,0
安徽新华学院,0,0,0
烟台南山学院,0,0,0
中华女子学院,0,0,0
九江学院,18,0,0
浙江医药高等专科学校,0,0,0
泰州学院,0,0,0
湖北经济学院,0,0,0
鹤岗师范高等专科学校,0,0,0
唐山学院,0,0,0
安徽医学高等专科学校,0,0,0
邵阳学院,3,0,0
亳州师范高等专科学校,0,0,0
连云港师范高等专科学校,0,0,0
上海应用技术学院,0,0,0
济南大学,10,164,3
内蒙古民族大学,0,19,0
福建农林大学,1,23,11
湖南工程学院,0,0,0
南京工程学院,0,0,0
陕西理工学院,0,27,0
西安财经学院,4,5,0
山西警官高等专科学校,0,0,0
哈尔滨学院,0,0,0
黑龙江工程学院,4,18,0
南京晓庄学院,0,0,0
皖西学院,0,0,0
潍坊学院,0,0,0
三峡大学,0,20,2
南华大学,0,107,11
四川警察学院,0,0,0
宜春学院,5,0,0
黑龙江东方学院,0,0,0
河北经贸大学,0,70,0
河北医科大学,10,40,16
河北农业大学,1,97,42
北京工商大学,0,32,1
内蒙古农业大学,7,94,48
北华大学,7,133,0
新疆医科大学,5,53,4
嘉兴学院,0,0,0
长春工程学院,1,0,0
郑州澍青医学高等专科学校,0,0,0
天津医学高等专科学校,0,0,0
佛山科学技术学院,0,0,0
广东外语外贸大学,0,48,12
广东工业大学,0,90,31
首都经济贸易大学,1,23,7
三江学院,0,0,0
哈尔滨理工大学,25,52,17
武汉科技大学,28,52,6
重庆电力高等专科学校,0,0,0
上海杉达学院,0,0,0
黄河科技学院,0,0,0
上海政法学院,0,0,0
桂林旅游学院,0,0,0
民办四川天一学院,0,0,0
浙江树人学院,0,0,0
长沙航空职业技术学院,0,0,0
集美大学,0,63,0
宝鸡文理学院,0,0,0
青岛大学,2,178,35
呼和浩特民族学院,0,0,0
长春大学,2,0,0
上海出版印刷高等专科学校,0,0,0
西安航空学院,0,0,0
河南城建学院,1,0,0
防灾科技学院,0,0,0
承德石油高等专科学校,0,0,0
仰恩大学,0,0,0
河南警察学院,0,0,0
兰州工业学院,0,0,0
宁波大学,6,33,14
河南财政税务高等专科学校,0,0,0
南阳理工学院,0,0,0
武汉商学院,0,0,0
广东石油化工学院,0,0,0
海南师范大学,0,12,0
重庆理工大学,0,50,0
四川民族学院,0,0,0
西安邮电大学,6,45,0
山东工商学院,0,0,0
成都纺织高等专科学校,0,0,0
文山学院,0,0,0
昆明冶金高等专科学校,0,0,0
甘肃民族师范学院,0,0,0
兰州文理学院,0,0,0
乌鲁木齐职业大学,0,0,0
中国青年政治学院,0,6,0
北京青年政治学院,0,0,0
河套学院,0,0,0
淮海工学院,0,5,0
新余学院,0,0,0
山东交通学院,0,0,0
焦作大学,0,0,0
武汉音乐学院,4,7,0
扬州市职业大学,0,0,0
湖南财政经济学院,0,0,0
湖南警察学院,0,0,0
江苏理工学院,0,0,0
南京森林警察学院,0,0,0
浙江水利水电学院,0,0,0
浙江财经大学,24,50,1
湖南女子学院,0,0,0
广西科技师范学院,0,0,0
莆田学院,0,0,0
福建华南女子职业学院,0,0,0
辽宁省交通高等专科学校,0,0,0
南宁学院,0,0,0
四川旅游学院,0,0,0
江西警察学院,0,0,0
九江职业大学,0,0,0
海南医学院,2,10,6
新疆维吾尔医学专科学校,0,0,0
东莞理工学院,0,0,0
邢台职业技术学院,0,0,0
长春医学高等专科学校,0,0,0
桂林师范高等专科学校,0,0,0
桂林航天工业学院,0,0,0
西安电力高等专科学校,0,0,0
郑州电力高等专科学校,0,0,0
首钢工学院,0,0,0
北方民族大学,0,31,0
北京联合大学,24,3,0
北京城市学院,0,0,0
集宁师范学院,0,0,0
辽宁警察学院,0,0,0
长春汽车工业高等专科学校,0,0,0
长春金融高等专科学校,0,0,0
吉林警察学院,0,0,0
佳木斯大学,0,34,0
黑龙江工业学院,0,0,0
阜新高等专科学校,0,0,0
大连民族大学,6,18,0
大连大学,0,35,0
南京审计学院,0,0,0
沙洲职业工学院,0,0,0
温州大学,0,45,0
淮南联合大学,0,0,0
福建商业高等专科学校,0,0,0
江西科技师范大学,7,37,0
信阳农林学院,0,0,0
湖南科技学院,0,0,0
河南机电高等专科学校,0,0,0
湖北警官学院,0,0,0
鄂州职业大学,0,0,0
五邑大学,4,27,0
广西体育高等专科学校,0,0,0
攀枝花学院,6,0,0
玉溪师范学院,0,0,0
楚雄师范学院,0,0,0
甘肃政法学院,0,0,0
广东警官学院,0,0,0
民办南华工商学院,0,0,0
成都工业学院,0,0,0
扬州大学,2,44,11
私立华联学院,0,0,0
齐齐哈尔医学院,3,0,0
北京信息科技大学,0,54,0
河北体育学院,1,0,0
太原学院,0,0,0
辽宁农业职业技术学院,0,0,0
开封大学,0,0,0
洛阳理工学院,0,0,0
新乡学院,0,0,0
江汉大学,0,16,0
广州大学,5,177,20
成都学院,0,0,0
三亚学院,0,0,0
华北科技学院,0,0,0
中国人民武装警察部队学院,0,7,0
广州航海学院,0,0,0
湖北医药学院,8,0,0
六盘水师范学院,0,0,0
新疆工程学院,0,0,0
新疆警察学院,0,0,0
昌吉学院,0,0,0
天津市职业大学,0,0,0
沈阳大学,0,10,0
抚顺职业技术学院,0,0,0
牡丹江大学,0,0,0
淮阴工学院,0,0,0
上海工程技术大学,0,4,0
青岛滨海学院,0,0,0
浙江万里学院,0,2,0
安徽建筑大学,0,31,0
景德镇学院,0,0,0
萍乡学院,0,0,0
枣庄学院,0,0,0
山东工艺美术学院,0,0,0
平顶山学院,0,0,0
湖北科技学院,10,0,0
天水师范学院,0,0,0
河西学院,0,0,0
兰州财经大学,0,29,0
青海师范大学,0,10,0
青海民族大学,0,62,0
宁夏医科大学,1,28,0
塔里木大学,0,24,0
新疆农业大学,7,37,6
新疆师范大学,0,112,0
喀什大学,0,12,0
西藏民族大学,0,6,0
西藏藏医学院,0,0,0
西安理工大学,26,83,30
西安工业大学,0,29,3
西安建筑科技大学,29,66,29
陕西科技大学,4,88,18
西安工程大学,7,25,1
陕西中医药大学,3,18,0
延安大学,3,23,0
咸阳师范学院,13,0,0
镇江市高等专科学校,0,0,0
南通职业大学,0,0,0
徐州工程学院,2,0,0
常州工学院,0,0,0
浙江科技学院,3,3,0
宁波工程学院,1,0,0
合肥学院,0,0,0
烟台大学,5,20,0
铁道警察学院,0,0,0
中州大学,0,0,0
渭南师范学院,0,0,0
西安外国语大学,3,43,0
西安体育学院,4,7,0
西安音乐学院,0,12,0
西安美术学院,1,2,1
兰州理工大学,0,77,25
甘肃农业大学,1,43,19
甘肃中医药大学,5,16,0
西北师范大学,2,189,57
兰州城市学院,0,0,0
贵州医科大学,0,51,1
遵义医学院,8,17,0
贵阳中医学院,0,0,0
贵州师范大学,8,44,0
遵义师范学院,0,0,0
兴义民族师范学院,0,0,0
黔南民族师范学院,0,0,0
贵州财经大学,16,23,0
贵州民族大学,0,6,0
昆明理工大学,54,185,49
云南农业大学,17,34,5
西南林业大学,5,53,0
昆明医科大学,14,33,1
大理大学,5,0,0
云南中医学院,7,19,0
云南师范大学,14,156,8
昭通学院,0,0,0
曲靖师范学院,2,0,0
普洱学院,0,0,0
云南艺术学院,4,6,0
四川文理学院,0,0,0
阿坝师范学院,0,0,0
长江师范学院,0,0,0
乐山师范学院,0,0,0
四川外国语大学,0,0,0
西南政法大学,2,48,10
成都体育学院,0,0,0
四川音乐学院,1,2,0
四川美术学院,0,0,0
贵州理工学院,0,0,0
中国民用航空飞行学院,0,0,0
重庆医科大学,33,59,28
四川医科大学,0,21,0
成都中医药大学,4,56,19
川北医学院,0,22,2
四川师范大学,23,64,2
绵阳师范学院,0,0,0
内江师范学院,0,0,0
宜宾学院,0,0,0
重庆三峡学院,0,0,0
伊犁师范学院,0,3,0
和田师范专科学校,0,0,0
新疆艺术学院,0,0,0
天津城建大学,0,0,0
河北科技师范学院,2,4,0
山西中医学院,5,3,0
吕梁学院,0,0,0
呼伦贝尔学院,7,0,0
广东白云学院,0,0,0
公安海警学院,0,0,0
桂林电子科技大学,21,34,1
桂林理工大学,7,16,0
广西医科大学,11,43,9
右江民族医学院,0,0,0
广西中医药大学,6,45,0
桂林医学院,0,0,0
广西师范大学,14,172,12
广西师范学院,0,19,0
广西民族师范学院,0,0,0
河池学院,0,0,0
肇庆学院,0,0,0
嘉应学院,0,0,0
广东培正学院,0,0,0
广州体育学院,2,5,0
广州美术学院,2,3,0
星海音乐学院,0,0,0
广东技术师范学院,0,4,0
深圳大学,11,55,12
广西科技大学,0,0,0
广东财经大学,0,17,1
玉林师范学院,0,0,0
广西艺术学院,0,41,0
广西民族大学,5,42,0
华南农业大学,5,23,12
百色学院,0,0,0
西南石油大学,3,18,28
广东海洋大学,3,21,0
广州医科大学,8,28,1
广东医学院,18,13,0
成都理工大学,5,136,41
重庆邮电大学,0,38,0
重庆交通大学,0,65,15
广州中医药大学,6,24,19
广东药学院,16,27,0
西南科技大学,1,21,3
成都信息工程大学,0,0,0
韶关学院,4,0,0
惠州学院,0,0,0
韩山师范学院,0,0,0
岭南师范学院,17,0,0
吉首大学,0,20,0
湖南农业大学,2,99,50
中南林业科技大学,3,84,0
湖南中医药大学,31,23,14
湖南理工学院,4,0,0
衡阳师范学院,3,0,0
怀化学院,0,0,0
湖南文理学院,4,0,0
湖南商学院,4,0,0
汕头大学,1,94,26
黄冈师范学院,0,14,0
湖北民族学院,5,6,0
郧阳师范高等专科学校,0,0,0
湖北文理学院,2,0,0
武汉体育学院,6,8,0
湖北美术学院,1,0,0
中南民族大学,13,104,7
湖北汽车工业学院,0,0,0
湖北工程学院,1,0,0
湘潭大学,15,139,17
聊城大学,10,120,0
德州学院,0,0,0
临沂大学,0,0,0
泰山学院,1,0,0
山东财经大学,0,73,0
山东艺术学院,0,8,0
郑州轻工业学院,4,62,0
河南科技大学,0,171,3
中原工学院,17,49,0
河南农业大学,3,80,29
洛阳师范学院,0,0,0
商丘师范学院,0,0,0
河南财经政法大学,0,61,0
郑州航空工业管理学院,0,0,0
武汉工程大学,15,55,5
武汉纺织大学,11,44,0
武汉轻工大学,0,51,0
湖北中医药大学,16,23,13
湖北大学,19,125,9
湖北师范学院,5,26,0
江西中医药大学,0,30,0
赣南医学院,5,0,0
江西师范大学,8,52,29
上饶师范学院,5,0,0
赣南师范学院,0,75,0
江西财经大学,1,102,30
山东科技大学,1,151,51
青岛科技大学,0,122,24
山东建筑大学,0,66,0
齐鲁工业大学,0,45,0
福建中医药大学,0,42,15
福建师范大学,1,50,19
闽江学院,0,0,0
宁德师范学院,0,0,0
泉州师范学院,0,0,0
闽南师范大学,30,33,0
华东交通大学,13,17,0
南昌航空大学,1,79,0
景德镇陶瓷学院,0,23,0
江西农业大学,1,19,3
中国计量学院,11,35,0
安徽工业大学,0,40,2
安徽理工大学,6,72,20
安徽工程大学,0,51,0
安徽农业大学,1,96,37
安徽医科大学,12,74,26
蚌埠医学院,6,34,0
皖南医学院,0,34,0
安徽中医药大学,17,29,2
安徽师范大学,17,154,50
山东农业大学,2,99,59
青岛农业大学,0,91,0
潍坊医学院,9,56,0
泰山医学院,5,41,0
滨州医学院,6,29,0
山东中医药大学,0,26,15
济宁医学院,4,0,0
菏泽医学专科学校,0,0,0
山东师范大学,2,184,86
曲阜师范大学,0,41,7
浙江海洋学院,3,21,0
浙江农林大学,11,21,0
温州医科大学,4,8,1
浙江中医药大学,25,46,14
浙江师范大学,19,29,0
杭州师范大学,6,39,0
湖州师范学院,4,1,0
绍兴文理学院,3,3,0
台州学院,9,0,0
中国美术学院,1,0,0
上海戏剧学院,0,0,0
上海公安高等专科学校,0,0,0
南京工业大学,1,127,41
常州大学,0,49,1
南京林业大学,6,100,46
江苏大学,2,170,42
南阳职业学院,0,0,0
盐城工学院,0,0,0
南京医科大学,3,84,55
徐州医学院,5,28,0
河南牧业经济学院,0,0,0
河南中医学院,7,55,0
新乡医学院,19,9,0
河南大学,0,42,12
河南师范大学,20,160,17
信阳师范学院,8,67,0
周口师范学院,0,0,0
安阳师范学院,0,0,0
许昌学院,0,0,0
南阳师范学院,0,0,0
南京中医药大学,3,38,25
江苏师范大学,0,31,0
淮阴师范学院,0,0,0
盐城师范学院,0,0,0
江苏警官学院,0,0,0
南京体育学院,0,5,0
南京艺术学院,0,5,5
常熟理工学院,0,0,0
浙江工业大学,0,125,30
浙江理工大学,0,106,14
阜阳师范学院,18,0,0
安庆师范学院,9,4,0
淮北师范大学,0,76,0
黄山学院,0,0,0
哈尔滨金融学院,0,0,0
巢湖学院,0,0,0
淮南师范学院,0,0,0
上海理工大学,0,112,37
上海电力学院,0,8,0
上海海洋大学,1,55,24
铜陵学院,0,0,0
华侨大学,1,124,21
福建工程学院,0,0,0
上海中医药大学,4,23,15
福建医科大学,1,62,29
上海师范大学,2,93,24
上海对外经贸大学,0,32,0
华东政法大学,1,34,12
上海体育学院,11,12,7
上海音乐学院,0,3,3
长春师范大学,2,6,0
白城师范学院,1,0,0
吉林财经大学,0,8,0
吉林体育学院,0,0,0
吉林艺术学院,0,5,0
黑龙江大学,23,125,17
燕山大学,5,45,11
黑龙江科技大学,4,60,0
东北石油大学,4,89,19
齐齐哈尔大学,0,72,0
铁岭师范高等专科学校,0,0,0
长春理工大学,16,56,14
东北电力大学,0,60,2
长春工业大学,9,35,0
吉林建筑大学,0,12,0
吉林化工学院,0,0,0
吉林农业大学,1,72,23
通化师范学院,11,0,0
吉林师范大学,5,80,0
吉林工程技术师范学院,0,0,0
鞍山师范学院,0,0,0
朝阳师范高等专科学校,0,0,0
大连外国语大学,3,22,0
东北财经大学,3,76,46
中国刑事警察学院,0,7,0
沈阳体育学院,0,0,0
沈阳音乐学院,0,0,0
鲁迅美术学院,2,0,0
抚顺师范高等专科学校,0,0,0
锦州师范高等专科学校,0,0,0
承德医学院,0,4,0
河北师范大学,1,26,8
河北民族师范学院,1,0,0
唐山师范学院,0,0,0
廊坊师范学院,0,0,0
邢台学院,0,0,0
沧州师范学院,0,0,0
石家庄铁道大学,3,54,2
山西大学,2,90,27
山西农业大学,1,52,30
内蒙古师范大学,18,71,1
内蒙古财经大学,0,5,0
沈阳工业大学,20,49,11
沈阳航空航天大学,6,70,0
辽宁科技大学,0,39,2
辽宁工程技术大学,1,52,22
辽宁石油化工大学,3,4326,2
沈阳化工大学,5,23,4
大连工业大学,3,28,0
山西医科大学,1,64,45
辽宁工业大学,1,21,0
长治医学院,5,0,0
山西师范大学,0,137,13
太原师范学院,3,0,0
晋中学院,0,0,0
运城学院,1,0,0
忻州师范学院,5,0,0
山西财经大学,0,56,3
内蒙古工业大学,9,86,13
内蒙古医科大学,4,21,0
天津外国语大学,3,12,0
天津商业大学,0,66,0
天津体育学院,0,7,0
天津音乐学院,0,3,0
天津美术学院,0,0,0
河北大学,1,209,37
石家庄经济学院,4,9,0
河北科技大学,0,36,0
河北建筑工程学院,2,0,0
河北工程技术高等专科学校,0,0,0
中国戏曲学院,1,4,0
北京电影学院,3,8,1
北京舞蹈学院,0,0,0
天津科技大学,1,17,2
天津工业大学,12,44,13
中国民航大学,0,62,0
天津理工大学,0,84,0
天津农学院,0,4,0
天津中医药大学,2,25,20
天津师范大学,10,110,25
沈阳农业大学,27,68,31
大连海洋大学,4,18,0
中国医科大学,34,61,52
辽宁医学院,5,67,7
大连医科大学,1,70,41
辽宁中医药大学,13,18,16
沈阳药科大学,3,26,21
沈阳医学院,0,0,0
辽宁师范大学,2,132,4
沈阳师范大学,9,59,0
首都体育学院,0,5,0
北京第二外国语学院,0,12,0
北京语言大学,1,0,0
北京物资学院,0,6,0
外交学院,0,8,2
中国人民公安大学,2,9,0
国际关系学院,0,0,0
中国音乐学院,1,1,1
中央美术学院,0,3,2
中央戏剧学院,1,0,3
黑龙江八一农垦大学,6,22,2
哈尔滨医科大学,2,49,45
黑龙江中医药大学,4,28,22
牡丹江医学院,0,0,0
哈尔滨师范大学,10,154,47
牡丹江师范学院,2,5,0
大庆师范学院,0,0,0
绥化学院,0,0,0
哈尔滨商业大学,6,77,19
哈尔滨体育学院,3,3,0
中南财经政法大学,2,41,24
武汉理工大学,3,150,70
东北农业大学,6,126,58
中国传媒大学,3,48,24
中国地质大学武汉,8,38,13
中国石油大学北京,5,151,45
西南交通大学,6,43,15
四川农业大学,0,73,32
西南大学,5,204,106
西南财经大学,4,79,56
贵州大学,25,155,11
云南大学,41,181,57
西藏大学,1,30,0
西北大学,6,177,95
陕西师范大学,4,246,118
西安电子科技大学,5,63,27
合肥工业大学,3,32,12
福州大学,2,176,67
郑州大学,22,292,145
华中农业大学,9,90,57
华中师范大学,9,184,94
湖南师范大学,6,169,60
暨南大学,6,134,6
华南师范大学,4,200,100
海南大学,3,143,37
广西大学,24,206,11
青海大学,0,18,2
宁夏大学,2,183,28
新疆大学,9,83,12
石河子大学,11,157,30
中国矿业大学北京,9,208,85
中国地质大学北京,5,118,37
南昌大学,4,269,71
上海大学,14,210,117
天津医科大学,23,61,44
长安大学,2,96,46
苏州大学,4,312,192
南京航空航天大学,17,127,52
南京理工大学,6,116,18
中国矿业大学,9,35,16
河海大学,3,124,38
江南大学,3,24,5
南京农业大学,0,33,16
中国药科大学,7,29,24
南京师范大学,9,252,153
安徽大学,14,196,59
中央财经大学,11,42,17
对外经济贸易大学,2,39,15
北京体育大学,4,10,3
中央音乐学院,1,1,1
中国政法大学,1,73,31
华北电力大学,17,52,20
河北工业大学,2,152,42
太原理工大学,3,126,49
内蒙古大学,2,92,19
北京交通大学,4,34,20
北京工业大学,3,31,18
北京科技大学,12,121,73
北京化工大学,4,104,35
北京邮电大学,2,28,9
北京林业大学,4,116,39
北京协和医学院,18,52,49
北京中医药大学,50,43,43
北京外国语大学,4,18,11
辽宁大学,3,161,62
大连海事大学,2,17,28
延边大学,1,133,21
东北师范大学,4,151,111
哈尔滨工程大学,40,93,25
东北林业大学,20,164,52
华东理工大学,8,161,94
东华大学,7,47,7
上海外国语大学,3,23,10
上海财经大学,3,85,53
浙江大学,35,317,283
中国科学技术大学,14,133,98
厦门大学,14,279,185
山东大学,19,55,40
中国海洋大学,12,226,93
武汉大学,20,284,231
湖南大学,14,198,25
中山大学,25,251,180
华南理工大学,7,204,110
重庆大学,20,256,133
大连理工大学,12,260,155
东北大学,7,174,81
吉林大学,4,299,237
哈尔滨工业大学,15,147,81
复旦大学,30,229,178
同济大学,27,97,31
上海交通大学,9,78,78
华东师范大学,10,38,26
南京大学,21,48,44
东南大学,10,49,29
电子科技大学,6,62,44
西安交通大学,20,199,114
西北工业大学,13,101,57
兰州大学,10,187,56
四川大学,15,345,228
西北农林科技大学,9,105,71
中南大学,17,282,157
华中科技大学,28,304,237
北京大学,81,244,201
中国人民大学,16,177,119
清华大学,37,271,253
北京航空航天大学,36,38,21
北京理工大学,12,234,117
中国农业大学,12,208,114
北京师范大学,16,166,111
中央民族大学,27,66,25
南开大学,15,231,172
天津大学,15,35,27
中国石油大学华东,7,183,55
北方工业大学,0,26,0
北京服装学院,3,12,0
北京印刷学院,0,26,0
北京建筑大学,0,20,0
北京石油化工学院,0,0,0
北京电子科技学院,0,0,0
北京农学院,0,0,0
首都医科大学,8,78,41
首都师范大学,33,109,41
